"ELECTION","TYPE","COUNTY","FIPS","SRPREC_KEY","SRPREC","CITY","N_IN_CITY","N"
"g16","srprec",1,"06001","06001200100","200100","BERKELEY",759,760
"g16","srprec",1,"06001","06001200200","200200","BERKELEY",711,711
"g16","srprec",1,"06001","06001200300","200300","BERKELEY",584,584
"g16","srprec",1,"06001","06001200600","200600","BERKELEY",658,658
"g16","srprec",1,"06001","06001200700","200700","BERKELEY",682,682
"g16","srprec",1,"06001","06001200800","200800","BERKELEY",641,641
"g16","srprec",1,"06001","06001201000","201000","BERKELEY",638,638
"g16","srprec",1,"06001","06001201100","201100","BERKELEY",682,682
"g16","srprec",1,"06001","06001201300","201300","BERKELEY",669,669
"g16","srprec",1,"06001","06001201400","201400","BERKELEY",711,711
"g16","srprec",1,"06001","06001201410","201410","BERKELEY",579,580
"g16","srprec",1,"06001","06001201500","201500","BERKELEY",644,644
"g16","srprec",1,"06001","06001201700","201700","BERKELEY",729,730
"g16","srprec",1,"06001","06001201710","201710","BERKELEY",1101,1101
"g16","srprec",1,"06001","06001201800","201800","BERKELEY",837,837
"g16","srprec",1,"06001","06001201900","201900","BERKELEY",441,441
"g16","srprec",1,"06001","06001202010","202010","BERKELEY",264,264
"g16","srprec",1,"06001","06001202110","202110","BERKELEY",1151,1152
"g16","srprec",1,"06001","06001202310","202310","BERKELEY",878,878
"g16","srprec",1,"06001","06001202500","202500","BERKELEY",740,741
"g16","srprec",1,"06001","06001202520","202520","BERKELEY",895,895
"g16","srprec",1,"06001","06001202540","202540","BERKELEY",1030,1031
"g16","srprec",1,"06001","06001202600","202600","BERKELEY",859,861
"g16","srprec",1,"06001","06001202620","202620","BERKELEY",760,760
"g16","srprec",1,"06001","06001202710","202710","BERKELEY",785,785
"g16","srprec",1,"06001","06001202900","202900","BERKELEY",639,639
"g16","srprec",1,"06001","06001203100","203100","BERKELEY",724,724
"g16","srprec",1,"06001","06001203200","203200","BERKELEY",526,567
"g16","srprec",1,"06001","06001203300","203300","BERKELEY",739,762
"g16","srprec",1,"06001","06001203400","203400","BERKELEY",657,657
"g16","srprec",1,"06001","06001203500","203500","BERKELEY",1302,1302
"g16","srprec",1,"06001","06001203800","203800","BERKELEY",914,914
"g16","srprec",1,"06001","06001204000","204000","BERKELEY",271,271
"g16","srprec",1,"06001","06001204100","204100","BERKELEY",515,515
"g16","srprec",1,"06001","06001204210","204210","BERKELEY",912,912
"g16","srprec",1,"06001","06001204220","204220","BERKELEY",683,684
"g16","srprec",1,"06001","06001204230","204230","BERKELEY",617,617
"g16","srprec",1,"06001","06001204240","204240","BERKELEY",600,600
"g16","srprec",1,"06001","06001204300","204300","BERKELEY",798,798
"g16","srprec",1,"06001","06001204310","204310","BERKELEY",838,838
"g16","srprec",1,"06001","06001204510","204510","BERKELEY",848,849
"g16","srprec",1,"06001","06001204600","204600","BERKELEY",766,766
"g16","srprec",1,"06001","06001204900","204900","BERKELEY",694,694
"g16","srprec",1,"06001","06001204910","204910","BERKELEY",850,850
"g16","srprec",1,"06001","06001205000","205000","BERKELEY",676,676
"g16","srprec",1,"06001","06001205100","205100","BERKELEY",768,768
"g16","srprec",1,"06001","06001205200","205200","BERKELEY",817,817
"g16","srprec",1,"06001","06001205500","205500","BERKELEY",778,778
"g16","srprec",1,"06001","06001205600","205600","BERKELEY",1164,1164
"g16","srprec",1,"06001","06001205700","205700","BERKELEY",837,837
"g16","srprec",1,"06001","06001205800","205800","BERKELEY",683,683
"g16","srprec",1,"06001","06001205900","205900","BERKELEY",753,753
"g16","srprec",1,"06001","06001206000","206000","BERKELEY",616,616
"g16","srprec",1,"06001","06001206100","206100","BERKELEY",760,760
"g16","srprec",1,"06001","06001206200","206200","BERKELEY",671,671
"g16","srprec",1,"06001","06001206300","206300","BERKELEY",748,749
"g16","srprec",1,"06001","06001206400","206400","BERKELEY",741,741
"g16","srprec",1,"06001","06001206600","206600","BERKELEY",923,923
"g16","srprec",1,"06001","06001206900","206900","BERKELEY",434,434
"g16","srprec",1,"06001","06001207000","207000","BERKELEY",829,829
"g16","srprec",1,"06001","06001207010","207010","BERKELEY",836,836
"g16","srprec",1,"06001","06001207100","207100","BERKELEY",328,328
"g16","srprec",1,"06001","06001207200","207200","BERKELEY",633,633
"g16","srprec",1,"06001","06001207300","207300","BERKELEY",620,620
"g16","srprec",1,"06001","06001207500","207500","BERKELEY",959,959
"g16","srprec",1,"06001","06001207600","207600","BERKELEY",970,975
"g16","srprec",1,"06001","06001207700","207700","BERKELEY",1441,1441
"g16","srprec",1,"06001","06001208000","208000","BERKELEY",677,678
"g16","srprec",1,"06001","06001208010","208010","BERKELEY",1178,1178
"g16","srprec",1,"06001","06001208100","208100","BERKELEY",684,684
"g16","srprec",1,"06001","06001208110","208110","BERKELEY",646,646
"g16","srprec",1,"06001","06001208200","208200","BERKELEY",723,723
"g16","srprec",1,"06001","06001208210","208210","BERKELEY",820,820
"g16","srprec",1,"06001","06001208300","208300","BERKELEY",985,985
"g16","srprec",1,"06001","06001208310","208310","BERKELEY",909,910
"g16","srprec",1,"06001","06001208400","208400","BERKELEY",969,969
"g16","srprec",1,"06001","06001208500","208500","BERKELEY",822,823
"g16","srprec",1,"06001","06001208510","208510","BERKELEY",982,982
"g16","srprec",1,"06001","06001208600","208600","BERKELEY",793,794
"g16","srprec",1,"06001","06001208610","208610","BERKELEY",940,965
"g16","srprec",1,"06001","06001208650","208650","BERKELEY",418,418
"g16","srprec",1,"06001","06001208700","208700","BERKELEY",1050,1050
"g16","srprec",1,"06001","06001208800","208800","BERKELEY",1168,1169
"g16","srprec",1,"06001","06001208810","208810","BERKELEY",1095,1095
"g16","srprec",1,"06001","06001208900","208900","BERKELEY",1087,1087
"g16","srprec",1,"06001","06001208910","208910","BERKELEY",886,887
"g16","srprec",1,"06001","06001208920","208920","BERKELEY",586,586
"g16","srprec",1,"06001","06001209000","209000","BERKELEY",833,833
"g16","srprec",1,"06001","06001209010","209010","BERKELEY",931,931
"g16","srprec",1,"06001","06001209100","209100","BERKELEY",812,812
"g16","srprec",1,"06001","06001209110","209110","BERKELEY",747,747
"g16","srprec",1,"06001","06001209200","209200","BERKELEY",1171,1171
"g16","srprec",1,"06001","06001209300","209300","BERKELEY",1318,1318
"g16","srprec",1,"06001","06001209310","209310","BERKELEY",1262,1262
"g16","srprec",1,"06001","06001209400","209400","BERKELEY",983,984
"g16","srprec",1,"06001","06001209410","209410","BERKELEY",557,557
"g16","srprec",1,"06001","06001209510","209510","BERKELEY",1083,1083
"g16","srprec",1,"06001","06001209600","209600","BERKELEY",879,879
"g16","srprec",1,"06001","06001209610","209610","BERKELEY",723,726
"g16","srprec",1,"06001","06001209700","209700","BERKELEY",979,979
"g16","srprec",1,"06001","06001209710","209710","BERKELEY",1010,1010
"g16","srprec",1,"06001","06001209800","209800","BERKELEY",844,844
"g16","srprec",1,"06001","06001209900","209900","BERKELEY",1032,1032
"g16","srprec",1,"06001","06001213100","213100","BERKELEY",1041,1054
"g16","srprec",1,"06001","06001213300","213300","OAKLAND",1165,1356
"g16","srprec",1,"06001","06001213400","213400","OAKLAND",622,622
"g16","srprec",1,"06001","06001213500","213500","OAKLAND",1326,1326
"g16","srprec",1,"06001","06001213600","213600","OAKLAND",888,888
"g16","srprec",1,"06001","06001213700","213700","OAKLAND",739,739
"g16","srprec",1,"06001","06001213800","213800","OAKLAND",1050,1050
"g16","srprec",1,"06001","06001213900","213900","OAKLAND",595,595
"g16","srprec",1,"06001","06001214100","214100","OAKLAND",835,835
"g16","srprec",1,"06001","06001214200","214200","OAKLAND",1153,1153
"g16","srprec",1,"06001","06001214300","214300","OAKLAND",655,655
"g16","srprec",1,"06001","06001214400","214400","OAKLAND",731,731
"g16","srprec",1,"06001","06001214500","214500","OAKLAND",595,670
"g16","srprec",1,"06001","06001214600","214600","OAKLAND",1069,1069
"g16","srprec",1,"06001","06001214800","214800","OAKLAND",1161,1161
"g16","srprec",1,"06001","06001215100","215100","OAKLAND",1147,1147
"g16","srprec",1,"06001","06001215120","215120","OAKLAND",1180,1180
"g16","srprec",1,"06001","06001215200","215200","OAKLAND",753,753
"g16","srprec",1,"06001","06001215300","215300","OAKLAND",1092,1092
"g16","srprec",1,"06001","06001215500","215500","OAKLAND",796,796
"g16","srprec",1,"06001","06001215610","215610","OAKLAND",1411,1411
"g16","srprec",1,"06001","06001215700","215700","OAKLAND",978,978
"g16","srprec",1,"06001","06001215800","215800","OAKLAND",922,922
"g16","srprec",1,"06001","06001215900","215900","OAKLAND",640,640
"g16","srprec",1,"06001","06001223000","223000","OAKLAND",765,765
"g16","srprec",1,"06001","06001223010","223010","OAKLAND",993,993
"g16","srprec",1,"06001","06001223200","223200","OAKLAND",1477,1478
"g16","srprec",1,"06001","06001223300","223300","OAKLAND",958,959
"g16","srprec",1,"06001","06001223400","223400","OAKLAND",747,747
"g16","srprec",1,"06001","06001224000","224000","OAKLAND",1067,1067
"g16","srprec",1,"06001","06001224200","224200","OAKLAND",1352,1352
"g16","srprec",1,"06001","06001224400","224400","OAKLAND",529,529
"g16","srprec",1,"06001","06001224500","224500","OAKLAND",1487,1487
"g16","srprec",1,"06001","06001224600","224600","OAKLAND",925,925
"g16","srprec",1,"06001","06001224700","224700","OAKLAND",1144,1144
"g16","srprec",1,"06001","06001224800","224800","OAKLAND",521,521
"g16","srprec",1,"06001","06001225000","225000","OAKLAND",555,555
"g16","srprec",1,"06001","06001225100","225100","OAKLAND",848,848
"g16","srprec",1,"06001","06001225200","225200","OAKLAND",675,675
"g16","srprec",1,"06001","06001225400","225400","OAKLAND",1397,1397
"g16","srprec",1,"06001","06001225600","225600","OAKLAND",814,814
"g16","srprec",1,"06001","06001225700","225700","OAKLAND",1064,1064
"g16","srprec",1,"06001","06001225710","225710","OAKLAND",1079,1080
"g16","srprec",1,"06001","06001225810","225810","OAKLAND",738,739
"g16","srprec",1,"06001","06001225900","225900","OAKLAND",870,870
"g16","srprec",1,"06001","06001225910","225910","OAKLAND",1344,1344
"g16","srprec",1,"06001","06001226100","226100","OAKLAND",726,726
"g16","srprec",1,"06001","06001226200","226200","OAKLAND",1047,1047
"g16","srprec",1,"06001","06001226300","226300","OAKLAND",808,808
"g16","srprec",1,"06001","06001226400","226400","OAKLAND",686,686
"g16","srprec",1,"06001","06001244000","244000","OAKLAND",853,853
"g16","srprec",1,"06001","06001244100","244100","OAKLAND",1242,1242
"g16","srprec",1,"06001","06001244200","244200","OAKLAND",790,790
"g16","srprec",1,"06001","06001244300","244300","OAKLAND",1256,1256
"g16","srprec",1,"06001","06001244400","244400","OAKLAND",957,957
"g16","srprec",1,"06001","06001244500","244500","OAKLAND",804,804
"g16","srprec",1,"06001","06001244600","244600","OAKLAND",658,658
"g16","srprec",1,"06001","06001244700","244700","OAKLAND",942,942
"g16","srprec",1,"06001","06001244800","244800","OAKLAND",831,831
"g16","srprec",1,"06001","06001244900","244900","OAKLAND",601,601
"g16","srprec",1,"06001","06001245000","245000","OAKLAND",809,809
"g16","srprec",1,"06001","06001245100","245100","OAKLAND",802,802
"g16","srprec",1,"06001","06001245200","245200","OAKLAND",1353,1353
"g16","srprec",1,"06001","06001260100","260100","ALBANY",910,911
"g16","srprec",1,"06001","06001260300","260300","ALBANY",1266,1266
"g16","srprec",1,"06001","06001260400","260400","ALBANY",775,775
"g16","srprec",1,"06001","06001260610","260610","ALBANY",824,824
"g16","srprec",1,"06001","06001260800","260800","ALBANY",834,834
"g16","srprec",1,"06001","06001260900","260900","ALBANY",886,886
"g16","srprec",1,"06001","06001261000","261000","ALBANY",927,927
"g16","srprec",1,"06001","06001261300","261300","ALBANY",978,978
"g16","srprec",1,"06001","06001261400","261400","ALBANY",747,748
"g16","srprec",1,"06001","06001261600","261600","ALBANY",886,886
"g16","srprec",1,"06001","06001261700","261700","ALBANY",758,758
"g16","srprec",1,"06001","06001262000","262000","ALBANY",912,915
"g16","srprec",1,"06001","06001262100","262100","ALBANY",772,772
"g16","srprec",1,"06001","06001280100","280100","PIEDMONT",1640,1640
"g16","srprec",1,"06001","06001280500","280500","PIEDMONT",1523,1523
"g16","srprec",1,"06001","06001280700","280700","PIEDMONT",1656,1657
"g16","srprec",1,"06001","06001281000","281000","PIEDMONT",1457,1457
"g16","srprec",1,"06001","06001281300","281300","PIEDMONT",1193,1193
"g16","srprec",1,"06001","06001281600","281600","PIEDMONT",1171,1171
"g16","srprec",1,"06001","06001300000","300000","ALAMEDA",1426,1426
"g16","srprec",1,"06001","06001300100","300100","ALAMEDA",1259,1259
"g16","srprec",1,"06001","06001300110","300110","ALAMEDA",888,888
"g16","srprec",1,"06001","06001300120","300120","ALAMEDA",1484,1484
"g16","srprec",1,"06001","06001300140","300140","ALAMEDA",1268,1268
"g16","srprec",1,"06001","06001300150","300150","ALAMEDA",1049,1049
"g16","srprec",1,"06001","06001300170","300170","ALAMEDA",620,620
"g16","srprec",1,"06001","06001300180","300180","ALAMEDA",818,818
"g16","srprec",1,"06001","06001300210","300210","ALAMEDA",833,833
"g16","srprec",1,"06001","06001300300","300300","ALAMEDA",793,793
"g16","srprec",1,"06001","06001300400","300400","ALAMEDA",1469,1469
"g16","srprec",1,"06001","06001301100","301100","ALAMEDA",747,747
"g16","srprec",1,"06001","06001301200","301200","ALAMEDA",794,794
"g16","srprec",1,"06001","06001301400","301400","ALAMEDA",1559,1559
"g16","srprec",1,"06001","06001301520","301520","ALAMEDA",1659,1659
"g16","srprec",1,"06001","06001301800","301800","ALAMEDA",1004,1004
"g16","srprec",1,"06001","06001301900","301900","ALAMEDA",1038,1038
"g16","srprec",1,"06001","06001302000","302000","ALAMEDA",1023,1023
"g16","srprec",1,"06001","06001302100","302100","ALAMEDA",751,751
"g16","srprec",1,"06001","06001302200","302200","ALAMEDA",1440,1440
"g16","srprec",1,"06001","06001302400","302400","ALAMEDA",837,837
"g16","srprec",1,"06001","06001302500","302500","ALAMEDA",1483,1483
"g16","srprec",1,"06001","06001302510","302510","ALAMEDA",914,914
"g16","srprec",1,"06001","06001302700","302700","ALAMEDA",979,979
"g16","srprec",1,"06001","06001303000","303000","ALAMEDA",907,907
"g16","srprec",1,"06001","06001303300","303300","ALAMEDA",1213,1213
"g16","srprec",1,"06001","06001303400","303400","ALAMEDA",754,754
"g16","srprec",1,"06001","06001303500","303500","ALAMEDA",847,847
"g16","srprec",1,"06001","06001303600","303600","ALAMEDA",1568,1569
"g16","srprec",1,"06001","06001303800","303800","ALAMEDA",1042,1042
"g16","srprec",1,"06001","06001304000","304000","ALAMEDA",935,935
"g16","srprec",1,"06001","06001304120","304120","ALAMEDA",1523,1523
"g16","srprec",1,"06001","06001304200","304200","ALAMEDA",722,722
"g16","srprec",1,"06001","06001304500","304500","ALAMEDA",931,931
"g16","srprec",1,"06001","06001304600","304600","ALAMEDA",1117,1117
"g16","srprec",1,"06001","06001304700","304700","ALAMEDA",886,887
"g16","srprec",1,"06001","06001304800","304800","ALAMEDA",1029,1029
"g16","srprec",1,"06001","06001304900","304900","ALAMEDA",848,848
"g16","srprec",1,"06001","06001305000","305000","ALAMEDA",767,767
"g16","srprec",1,"06001","06001305010","305010","ALAMEDA",1185,1185
"g16","srprec",1,"06001","06001305100","305100","ALAMEDA",1337,1337
"g16","srprec",1,"06001","06001305400","305400","ALAMEDA",854,854
"g16","srprec",1,"06001","06001305410","305410","ALAMEDA",811,811
"g16","srprec",1,"06001","06001305500","305500","ALAMEDA",1277,1277
"g16","srprec",1,"06001","06001305600","305600","ALAMEDA",1201,1202
"g16","srprec",1,"06001","06001305700","305700","ALAMEDA",988,988
"g16","srprec",1,"06001","06001310000","310000","OAKLAND",1137,1138
"g16","srprec",1,"06001","06001310100","310100","OAKLAND",1083,1083
"g16","srprec",1,"06001","06001310200","310200","OAKLAND",970,970
"g16","srprec",1,"06001","06001310300","310300","OAKLAND",910,910
"g16","srprec",1,"06001","06001310400","310400","OAKLAND",1015,1015
"g16","srprec",1,"06001","06001310500","310500","OAKLAND",835,835
"g16","srprec",1,"06001","06001310600","310600","OAKLAND",923,923
"g16","srprec",1,"06001","06001310700","310700","OAKLAND",1544,1545
"g16","srprec",1,"06001","06001310900","310900","OAKLAND",1457,1457
"g16","srprec",1,"06001","06001311100","311100","OAKLAND",1475,1475
"g16","srprec",1,"06001","06001311200","311200","OAKLAND",1359,1359
"g16","srprec",1,"06001","06001311400","311400","OAKLAND",1062,1062
"g16","srprec",1,"06001","06001311500","311500","OAKLAND",1778,1778
"g16","srprec",1,"06001","06001311700","311700","OAKLAND",1821,1821
"g16","srprec",1,"06001","06001323000","323000","OAKLAND",875,875
"g16","srprec",1,"06001","06001323200","323200","OAKLAND",1120,1120
"g16","srprec",1,"06001","06001325100","325100","OAKLAND",1250,1250
"g16","srprec",1,"06001","06001325110","325110","OAKLAND",826,826
"g16","srprec",1,"06001","06001325200","325200","OAKLAND",1099,1099
"g16","srprec",1,"06001","06001325300","325300","OAKLAND",1439,1440
"g16","srprec",1,"06001","06001325400","325400","OAKLAND",861,861
"g16","srprec",1,"06001","06001325500","325500","OAKLAND",916,916
"g16","srprec",1,"06001","06001325510","325510","OAKLAND",1587,1587
"g16","srprec",1,"06001","06001325600","325600","OAKLAND",834,834
"g16","srprec",1,"06001","06001325700","325700","OAKLAND",1477,1478
"g16","srprec",1,"06001","06001325800","325800","OAKLAND",1459,1460
"g16","srprec",1,"06001","06001333100","333100","OAKLAND",1120,1121
"g16","srprec",1,"06001","06001333200","333200","OAKLAND",1227,1227
"g16","srprec",1,"06001","06001333210","333210","OAKLAND",676,677
"g16","srprec",1,"06001","06001333400","333400","OAKLAND",866,866
"g16","srprec",1,"06001","06001333410","333410","OAKLAND",1498,1499
"g16","srprec",1,"06001","06001333500","333500","OAKLAND",1315,1315
"g16","srprec",1,"06001","06001333510","333510","OAKLAND",1412,1412
"g16","srprec",1,"06001","06001333600","333600","OAKLAND",409,409
"g16","srprec",1,"06001","06001333800","333800","OAKLAND",1308,1308
"g16","srprec",1,"06001","06001333900","333900","OAKLAND",1067,1067
"g16","srprec",1,"06001","06001334000","334000","OAKLAND",1279,1279
"g16","srprec",1,"06001","06001334100","334100","OAKLAND",1551,1551
"g16","srprec",1,"06001","06001334600","334600","OAKLAND",1780,1781
"g16","srprec",1,"06001","06001334700","334700","OAKLAND",753,753
"g16","srprec",1,"06001","06001335000","335000","OAKLAND",1658,1660
"g16","srprec",1,"06001","06001335100","335100","OAKLAND",1583,1586
"g16","srprec",1,"06001","06001335200","335200","OAKLAND",817,818
"g16","srprec",1,"06001","06001335300","335300","OAKLAND",1253,1255
"g16","srprec",1,"06001","06001335400","335400","OAKLAND",1804,1806
"g16","srprec",1,"06001","06001335500","335500","OAKLAND",757,758
"g16","srprec",1,"06001","06001335700","335700","OAKLAND",1358,1359
"g16","srprec",1,"06001","06001335710","335710","OAKLAND",981,982
"g16","srprec",1,"06001","06001335810","335810","OAKLAND",965,966
"g16","srprec",1,"06001","06001335900","335900","OAKLAND",916,916
"g16","srprec",1,"06001","06001336100","336100","OAKLAND",1067,1068
"g16","srprec",1,"06001","06001336110","336110","OAKLAND",767,767
"g16","srprec",1,"06001","06001336200","336200","OAKLAND",1383,1384
"g16","srprec",1,"06001","06001336400","336400","OAKLAND",955,956
"g16","srprec",1,"06001","06001336500","336500","OAKLAND",967,967
"g16","srprec",1,"06001","06001336600","336600","OAKLAND",1660,1660
"g16","srprec",1,"06001","06001336610","336610","OAKLAND",940,940
"g16","srprec",1,"06001","06001336710","336710","OAKLAND",1822,1822
"g16","srprec",1,"06001","06001336900","336900","OAKLAND",979,981
"g16","srprec",1,"06001","06001336910","336910","OAKLAND",623,623
"g16","srprec",1,"06001","06001337000","337000","OAKLAND",952,954
"g16","srprec",1,"06001","06001337100","337100","OAKLAND",500,501
"g16","srprec",1,"06001","06001337110","337110","OAKLAND",579,579
"g16","srprec",1,"06001","06001337200","337200","OAKLAND",567,567
"g16","srprec",1,"06001","06001344000","344000","OAKLAND",1021,1021
"g16","srprec",1,"06001","06001344010","344010","OAKLAND",828,828
"g16","srprec",1,"06001","06001344100","344100","OAKLAND",701,701
"g16","srprec",1,"06001","06001344200","344200","OAKLAND",1285,1285
"g16","srprec",1,"06001","06001344400","344400","OAKLAND",933,935
"g16","srprec",1,"06001","06001344500","344500","OAKLAND",1483,1483
"g16","srprec",1,"06001","06001344600","344600","OAKLAND",828,828
"g16","srprec",1,"06001","06001344700","344700","OAKLAND",620,620
"g16","srprec",1,"06001","06001344800","344800","OAKLAND",651,651
"g16","srprec",1,"06001","06001344900","344900","OAKLAND",934,934
"g16","srprec",1,"06001","06001345000","345000","OAKLAND",909,909
"g16","srprec",1,"06001","06001345100","345100","OAKLAND",1127,1127
"g16","srprec",1,"06001","06001345200","345200","OAKLAND",1324,1324
"g16","srprec",1,"06001","06001345310","345310","OAKLAND",1069,1069
"g16","srprec",1,"06001","06001345400","345400","OAKLAND",1020,1020
"g16","srprec",1,"06001","06001345500","345500","OAKLAND",742,742
"g16","srprec",1,"06001","06001345600","345600","OAKLAND",792,792
"g16","srprec",1,"06001","06001345700","345700","OAKLAND",824,824
"g16","srprec",1,"06001","06001345800","345800","OAKLAND",501,501
"g16","srprec",1,"06001","06001345900","345900","OAKLAND",715,715
"g16","srprec",1,"06001","06001346000","346000","OAKLAND",490,490
"g16","srprec",1,"06001","06001346100","346100","OAKLAND",984,984
"g16","srprec",1,"06001","06001346200","346200","OAKLAND",1376,1376
"g16","srprec",1,"06001","06001347110","347110","OAKLAND",533,533
"g16","srprec",1,"06001","06001347200","347200","OAKLAND",1352,1352
"g16","srprec",1,"06001","06001347300","347300","OAKLAND",1073,1073
"g16","srprec",1,"06001","06001353300","353300","OAKLAND",608,608
"g16","srprec",1,"06001","06001353310","353310","OAKLAND",1352,1353
"g16","srprec",1,"06001","06001353400","353400","OAKLAND",996,996
"g16","srprec",1,"06001","06001353500","353500","OAKLAND",1108,1108
"g16","srprec",1,"06001","06001353600","353600","OAKLAND",958,958
"g16","srprec",1,"06001","06001353800","353800","OAKLAND",653,653
"g16","srprec",1,"06001","06001353900","353900","OAKLAND",1386,1386
"g16","srprec",1,"06001","06001354000","354000","OAKLAND",1558,1559
"g16","srprec",1,"06001","06001354100","354100","OAKLAND",1699,1699
"g16","srprec",1,"06001","06001354110","354110","OAKLAND",696,696
"g16","srprec",1,"06001","06001354300","354300","OAKLAND",1490,1491
"g16","srprec",1,"06001","06001354400","354400","OAKLAND",1039,1039
"g16","srprec",1,"06001","06001354500","354500","OAKLAND",1805,1805
"g16","srprec",1,"06001","06001354700","354700","OAKLAND",1123,1123
"g16","srprec",1,"06001","06001354900","354900","OAKLAND",794,794
"g16","srprec",1,"06001","06001354910","354910","OAKLAND",1000,1000
"g16","srprec",1,"06001","06001355000","355000","OAKLAND",806,806
"g16","srprec",1,"06001","06001355100","355100","OAKLAND",1256,1256
"g16","srprec",1,"06001","06001356000","356000","OAKLAND",1122,1122
"g16","srprec",1,"06001","06001356200","356200","OAKLAND",1149,1149
"g16","srprec",1,"06001","06001356210","356210","OAKLAND",1175,1175
"g16","srprec",1,"06001","06001356400","356400","OAKLAND",607,607
"g16","srprec",1,"06001","06001356500","356500","OAKLAND",1459,1459
"g16","srprec",1,"06001","06001361000","361000","OAKLAND",1139,1139
"g16","srprec",1,"06001","06001361130","361130","OAKLAND",637,637
"g16","srprec",1,"06001","06001361200","361200","OAKLAND",1319,1319
"g16","srprec",1,"06001","06001361300","361300","OAKLAND",674,674
"g16","srprec",1,"06001","06001361500","361500","OAKLAND",1352,1352
"g16","srprec",1,"06001","06001362100","362100","OAKLAND",743,743
"g16","srprec",1,"06001","06001362110","362110","OAKLAND",1456,1456
"g16","srprec",1,"06001","06001362300","362300","OAKLAND",998,998
"g16","srprec",1,"06001","06001362500","362500","OAKLAND",505,505
"g16","srprec",1,"06001","06001362510","362510","OAKLAND",1109,1109
"g16","srprec",1,"06001","06001362600","362600","OAKLAND",992,992
"g16","srprec",1,"06001","06001362700","362700","OAKLAND",1080,1080
"g16","srprec",1,"06001","06001362800","362800","OAKLAND",907,907
"g16","srprec",1,"06001","06001362900","362900","OAKLAND",883,883
"g16","srprec",1,"06001","06001363000","363000","OAKLAND",1412,1413
"g16","srprec",1,"06001","06001363100","363100","OAKLAND",1398,1398
"g16","srprec",1,"06001","06001363200","363200","OAKLAND",797,797
"g16","srprec",1,"06001","06001363310","363310","OAKLAND",1642,1643
"g16","srprec",1,"06001","06001363600","363600","OAKLAND",1580,1581
"g16","srprec",1,"06001","06001364200","364200","OAKLAND",1271,1271
"g16","srprec",1,"06001","06001364300","364300","OAKLAND",603,603
"g16","srprec",1,"06001","06001364310","364310","OAKLAND",741,741
"g16","srprec",1,"06001","06001364400","364400","OAKLAND",1417,1417
"g16","srprec",1,"06001","06001364510","364510","OAKLAND",859,859
"g16","srprec",1,"06001","06001364600","364600","OAKLAND",1156,1156
"g16","srprec",1,"06001","06001364700","364700","OAKLAND",1027,1027
"g16","srprec",1,"06001","06001364800","364800","OAKLAND",869,869
"g16","srprec",1,"06001","06001364900","364900","OAKLAND",1456,1456
"g16","srprec",1,"06001","06001365000","365000","OAKLAND",703,703
"g16","srprec",1,"06001","06001365200","365200","OAKLAND",1349,1349
"g16","srprec",1,"06001","06001373100","373100","OAKLAND",833,834
"g16","srprec",1,"06001","06001373400","373400","OAKLAND",1785,1786
"g16","srprec",1,"06001","06001373500","373500","OAKLAND",1028,1028
"g16","srprec",1,"06001","06001373900","373900","OAKLAND",1330,1330
"g16","srprec",1,"06001","06001380200","380200","EMERYVILLE",1491,1491
"g16","srprec",1,"06001","06001380300","380300","EMERYVILLE",1643,1644
"g16","srprec",1,"06001","06001380400","380400","EMERYVILLE",1397,1398
"g16","srprec",1,"06001","06001380600","380600","EMERYVILLE",1154,1154
"g16","srprec",1,"06001","06001380700","380700","EMERYVILLE",1335,1335
"g16","srprec",1,"06001","06001400100","400100","OAKLAND",748,748
"g16","srprec",1,"06001","06001400200","400200","OAKLAND",823,823
"g16","srprec",1,"06001","06001400300","400300","OAKLAND",854,854
"g16","srprec",1,"06001","06001400400","400400","OAKLAND",583,583
"g16","srprec",1,"06001","06001400500","400500","OAKLAND",596,596
"g16","srprec",1,"06001","06001400600","400600","OAKLAND",737,738
"g16","srprec",1,"06001","06001400700","400700","OAKLAND",806,806
"g16","srprec",1,"06001","06001400800","400800","OAKLAND",848,849
"g16","srprec",1,"06001","06001400900","400900","OAKLAND",1443,1443
"g16","srprec",1,"06001","06001401100","401100","OAKLAND",1457,1457
"g16","srprec",1,"06001","06001410100","410100","OAKLAND",1804,1804
"g16","srprec",1,"06001","06001410300","410300","OAKLAND",1423,1423
"g16","srprec",1,"06001","06001410400","410400","OAKLAND",1724,1724
"g16","srprec",1,"06001","06001410500","410500","OAKLAND",860,860
"g16","srprec",1,"06001","06001410600","410600","OAKLAND",1073,1073
"g16","srprec",1,"06001","06001415000","415000","OAKLAND",1114,1114
"g16","srprec",1,"06001","06001415200","415200","OAKLAND",753,753
"g16","srprec",1,"06001","06001415300","415300","OAKLAND",1244,1244
"g16","srprec",1,"06001","06001415500","415500","OAKLAND",984,986
"g16","srprec",1,"06001","06001415600","415600","OAKLAND",1025,1025
"g16","srprec",1,"06001","06001415800","415800","OAKLAND",915,915
"g16","srprec",1,"06001","06001415900","415900","OAKLAND",596,596
"g16","srprec",1,"06001","06001420500","420500","HAYWARD",1194,1194
"g16","srprec",1,"06001","06001420600","420600","HAYWARD",1442,1442
"g16","srprec",1,"06001","06001420700","420700","HAYWARD",971,971
"g16","srprec",1,"06001","06001420900","420900","HAYWARD",742,743
"g16","srprec",1,"06001","06001421000","421000","HAYWARD",544,544
