Year,Period,Area,Adjusted,Preliminary,Labor Force,Employment,Unemployment,Unemployment Rate
"2017","Annual","Forestville CDP","Not Adj","Not Prelim","2,100","2,000","100","3.9"
"2017","Annual","Fort Bragg city","Not Adj","Not Prelim","3,220","3,080","140","4.4"
"2017","Annual","Fortuna city","Not Adj","Not Prelim","5,200","5,000","200","3.6"
"2017","Annual","Foster City city","Not Adj","Not Prelim","19,700","19,200","500","2.6"
"2017","Annual","Fountain Valley city","Not Adj","Not Prelim","28,400","27,300","1,000","3.7"
"2017","Annual","Fowler city","Not Adj","Not Prelim","2,900","2,700","200","6.4"
"2017","Annual","Frazier Park CDP","Not Adj","Not Prelim","1,200","1,000","100","9.9"
"2017","Annual","Freedom CDP","Not Adj","Not Prelim","1,900","1,800","200","8.5"
"2017","Annual","Fremont city","Not Adj","Not Prelim","118,800","114,900","3,900","3.3"
"2017","Annual","French Camp CDP","Not Adj","Not Prelim","1,100","1,000","100","7.5"
"2017","Annual","Fresno city","Not Adj","Not Prelim","231,000","215,300","15,700","6.8"
"2017","Annual","Friant CDP","Not Adj","Not Prelim","200","200","0","14.5"
"2017","Annual","Fullerton city","Not Adj","Not Prelim","70,100","67,600","2,500","3.6"
"2017","Annual","Furnace Creek CDP","Not Adj","Not Prelim","120","110","0","0.9"
"2017","Annual","Galt city","Not Adj","Not Prelim","11,400","10,700","700","6.3"
"2017","Annual","Gardena city","Not Adj","Not Prelim","30,300","28,800","1,500","4.9"
"2017","Annual","Garden Acres CDP","Not Adj","Not Prelim","4,500","4,100","400","9.5"
"2017","Annual","Garden Grove city","Not Adj","Not Prelim","81,800","78,600","3,200","3.9"
"2017","Annual","Georgetown CDP","Not Adj","Not Prelim","1,200","1,000","100","9.6"
"2017","Annual","Gilroy city","Not Adj","Not Prelim","29,600","28,400","1,100","3.9"
"2017","Annual","Glendale city","Not Adj","Not Prelim","103,400","98,900","4,500","4.4"
"2017","Annual","Glendora city","Not Adj","Not Prelim","26,100","25,000","1,100","4.4"
"2017","Annual","Glen Ellen CDP","Not Adj","Not Prelim","500","500","0","0.0"
"2017","Annual","Golden Hills CDP","Not Adj","Not Prelim","4,400","4,200","200","4.4"
"2017","Annual","Gold River CDP","Not Adj","Not Prelim","3,400","3,200","200","5.2"
"2017","Annual","Goleta City","Not Adj","Not Prelim","17,000","16,500","500","3.0"
"2017","Annual","Gonzales city","Not Adj","Not Prelim","4,100","4,000","100","1.4"
"2017","Annual","Goshen CDP","Not Adj","Not Prelim","1,500","1,400","200","10.7"
"2017","Annual","Graeagle CDP","Not Adj","Not Prelim","210","190","20","7.8"
"2017","Annual","Grand Terrace city","Not Adj","Not Prelim","6,400","6,100","300","4.9"
"2017","Annual","Granite Bay CDP","Not Adj","Not Prelim","10,200","9,800","400","4.1"
"2017","Annual","Grass Valley city","Not Adj","Not Prelim","5,830","5,530","300","5.1"
"2017","Annual","Graton CDP","Not Adj","Not Prelim","800","700","100","6.6"
"2017","Annual","Greenfield city","Not Adj","Not Prelim","8,100","7,600","500","6.1"
"2017","Annual","Greenhorn CDP","Not Adj","Not Prelim","140","120","20","14.1"
"2017","Annual","Green Valley CDP","Not Adj","Not Prelim","800","800","0","0.0"
"2017","Annual","Greenville CDP","Not Adj","Not Prelim","450","370","90","18.8"
"2017","Annual","Gridley city","Not Adj","Not Prelim","2,700","2,500","200","6.5"
"2017","Annual","Grover Beach city","Not Adj","Not Prelim","6,900","6,500","300","4.6"
"2017","Annual","Guadalupe city","Not Adj","Not Prelim","3,300","3,100","100","3.7"
"2017","Annual","Guerneville CDP","Not Adj","Not Prelim","2,500","2,400","100","3.6"
"2017","Annual","Gustine city","Not Adj","Not Prelim","2,800","2,500","300","9.8"
"2017","Annual","Hacienda Heights CDP","Not Adj","Not Prelim","26,100","25,100","1,000","3.8"
"2017","Annual","Half Moon Bay city","Not Adj","Not Prelim","7,500","7,300","200","2.1"
"2017","Annual","Hamilton Branch CDP","Not Adj","Not Prelim","230","200","40","15.6"
"2017","Annual","Hamilton City CDP","Not Adj","Not Prelim","1,010","940","80","7.7"
"2017","Annual","Hanford city","Not Adj","Not Prelim","24,800","23,000","1,800","7.4"
"2017","Annual","Hawaiian Gardens city","Not Adj","Not Prelim","6,400","6,000","300","5.0"
"2017","Annual","Hawthorne city","Not Adj","Not Prelim","44,800","42,700","2,100","4.7"
"2017","Annual","Hayfork CDP","Not Adj","Not Prelim","980","960","20","1.6"
"2017","Annual","Hayward city","Not Adj","Not Prelim","78,100","75,000","3,100","4.0"
"2017","Annual","Healdsburg city","Not Adj","Not Prelim","6,100","5,900","200","3.0"
"2017","Annual","Heber CDP","Not Adj","Not Prelim","1,900","1,500","400","20.1"
"2017","Annual","Hemet city","Not Adj","Not Prelim","29,200","27,200","2,000","6.8"
"2017","Annual","Hercules city","Not Adj","Not Prelim","13,900","13,400","500","3.6"
"2017","Annual","Hermosa Beach city","Not Adj","Not Prelim","12,500","12,200","300","2.3"
"2017","Annual","Hesperia city","Not Adj","Not Prelim","35,200","33,000","2,200","6.2"
"2017","Annual","Hidden Hills city","Not Adj","Not Prelim","600","600","0","3.8"
"2017","Annual","Hidden Valley Lake CDP","Not Adj","Not Prelim","3,140","3,090","60","1.8"
"2017","Annual","Highgrove CDP","Not Adj","Not Prelim","2,400","2,300","200","8.1"
"2017","Annual","Highland city","Not Adj","Not Prelim","24,300","23,100","1,200","5.0"
"2017","Annual","Hillsborough town","Not Adj","Not Prelim","5,100","4,900","100","2.8"
"2017","Annual","Hilmar Irwin CDP","Not Adj","Not Prelim","2,700","2,700","100","3.1"
"2017","Annual","Hollister city","Not Adj","Not Prelim","19,300","18,100","1,300","6.5"
"2017","Annual","Holtville city","Not Adj","Not Prelim","2,600","2,000","600","21.3"
"2017","Annual","Home Garden CDP","Not Adj","Not Prelim","600","500","100","14.5"
"2017","Annual","Home Gardens CDP","Not Adj","Not Prelim","5,100","4,900","200","4.5"
"2017","Annual","Homeland CDP","Not Adj","Not Prelim","2,800","2,700","200","5.7"
"2017","Annual","Hughson city","Not Adj","Not Prelim","3,400","3,200","200","5.7"
"2017","Annual","Huntington Beach city","Not Adj","Not Prelim","108,600","104,900","3,800","3.5"
"2017","Annual","Huntington Park city","Not Adj","Not Prelim","26,600","25,300","1,300","4.9"
"2017","Annual","Huron city","Not Adj","Not Prelim","2,500","2,200","300","12.5"
"2017","Annual","Hydesville CDP","Not Adj","Not Prelim","500","500","0","0.4"
"2017","Annual","Idyllwild Pine Cove CDP","Not Adj","Not Prelim","1,300","1,200","0","3.1"
"2017","Annual","Imperial city","Not Adj","Not Prelim","8,100","6,700","1,400","17.2"
"2017","Annual","Imperial Beach city","Not Adj","Not Prelim","11,900","11,300","600","5.1"
"2017","Annual","Independence CDP","Not Adj","Not Prelim","220","210","10","2.8"
"2017","Annual","Indian Falls CDP","Not Adj","Not Prelim","0","0","0","0.0"
"2017","Annual","Indian Wells city","Not Adj","Not Prelim","1,800","1,700","100","4.4"
"2017","Annual","Indio city","Not Adj","Not Prelim","39,800","37,300","2,600","6.5"
"2017","Annual","Industry city","Not Adj","Not Prelim","200","100","0","5.3"
"2017","Annual","Inglewood city","Not Adj","Not Prelim","52,700","49,800","2,900","5.5"
"2017","Annual","Interlaken CDP","Not Adj","Not Prelim","3,500","3,300","200","6.0"
"2017","Annual","Inverness CDP","Not Adj","Not Prelim","500","500","0","1.2"
"2017","Annual","Inyokern CDP","Not Adj","Not Prelim","300","300","0","0.0"
"2017","Annual","Ione city","Not Adj","Not Prelim","2,110","2,010","100","4.7"
"2017","Annual","Iron Horse CDP","Not Adj","Not Prelim","60","60","0","0.0"
"2017","Annual","Irvine city","Not Adj","Not Prelim","144,000","139,200","4,800","3.3"
"2017","Annual","Irwindale city","Not Adj","Not Prelim","700","600","0","7.1"
